[option]color,[option]size,category,master_sku,sku,name,price,available_on,description,meta_description,meta_keywords,cost_price,(default)quantity,(online)quantity,[option]scent,[option]style,[option] color
BLACK,XS,"Categories -> CLOTHES,Categories -> CLOTHES -> TOPS,Categories -> CLOTHES -> BASICS,Categories -> STORIES -> REWORKED",SKU18551BLACK,SKU18551BLACK1,MOSS SWEATSHIRT,68.0,11/08/2013,"<p>
	<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">This is made from surplus material so it&#39;s a unique one-of-a-kind piece. This garment was sent out for a special washing process, and then carefully reworked. No two are exactly alike due to the nature of the raw materials we use. Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site. We group our prints and colors by type, so you will not get exactly the same item as pictured. You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-family:georgia,serif;""><span style=""font-size:14px;"">We love cozy clothes, but sometimes you&#39;re just not ready to commit to the full comfort look. &nbsp;The Moss Sweatshirt is perfect, because it is all the ease of a simple sweatshirt, but it&#39;s cropped so you can still feel a little sexy in it.&nbsp;This is a long sleeved cropped sweatshirt, made from washed vintage sweatshirts so it&#39;s incredible soft. The hem is shaped to be a little shorter in the front than in the back so it&#39;s a slight peak at the mid drift, but not a full show.&nbsp;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made from vintage sweatshirts.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Rebecca is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of a size S:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 17&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 38&quot;- 43&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></p>
","","",68.0,7,0,,,
BLACK,S,"Categories -> CLOTHES,Categories -> CLOTHES -> TOPS,Categories -> CLOTHES -> BASICS,Categories -> STORIES -> REWORKED",SKU18551BLACK,SKU18551BLACK11,MOSS SWEATSHIRT,68.0,11/08/2013,"<p>
	<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">This is made from surplus material so it&#39;s a unique one-of-a-kind piece. This garment was sent out for a special washing process, and then carefully reworked. No two are exactly alike due to the nature of the raw materials we use. Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site. We group our prints and colors by type, so you will not get exactly the same item as pictured. You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-family:georgia,serif;""><span style=""font-size:14px;"">We love cozy clothes, but sometimes you&#39;re just not ready to commit to the full comfort look. &nbsp;The Moss Sweatshirt is perfect, because it is all the ease of a simple sweatshirt, but it&#39;s cropped so you can still feel a little sexy in it.&nbsp;This is a long sleeved cropped sweatshirt, made from washed vintage sweatshirts so it&#39;s incredible soft. The hem is shaped to be a little shorter in the front than in the back so it&#39;s a slight peak at the mid drift, but not a full show.&nbsp;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made from vintage sweatshirts.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Rebecca is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of a size S:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 17&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 38&quot;- 43&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></p>
","","",68.0,17,0,,,
BLACK,M,"Categories -> CLOTHES,Categories -> CLOTHES -> TOPS,Categories -> CLOTHES -> BASICS,Categories -> STORIES -> REWORKED",SKU18551BLACK,SKU18551BLACK12,MOSS SWEATSHIRT,68.0,11/08/2013,"<p>
	<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">This is made from surplus material so it&#39;s a unique one-of-a-kind piece. This garment was sent out for a special washing process, and then carefully reworked. No two are exactly alike due to the nature of the raw materials we use. Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site. We group our prints and colors by type, so you will not get exactly the same item as pictured. You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-family:georgia,serif;""><span style=""font-size:14px;"">We love cozy clothes, but sometimes you&#39;re just not ready to commit to the full comfort look. &nbsp;The Moss Sweatshirt is perfect, because it is all the ease of a simple sweatshirt, but it&#39;s cropped so you can still feel a little sexy in it.&nbsp;This is a long sleeved cropped sweatshirt, made from washed vintage sweatshirts so it&#39;s incredible soft. The hem is shaped to be a little shorter in the front than in the back so it&#39;s a slight peak at the mid drift, but not a full show.&nbsp;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made from vintage sweatshirts.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Rebecca is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of a size S:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 17&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 38&quot;- 43&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></p>
","","",68.0,6,0,,,
BLACK,L,"Categories -> CLOTHES,Categories -> CLOTHES -> TOPS,Categories -> CLOTHES -> BASICS,Categories -> STORIES -> REWORKED",SKU18551BLACK,SKU18551BLACK112,MOSS SWEATSHIRT,68.0,11/08/2013,"<p>
	<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">This is made from surplus material so it&#39;s a unique one-of-a-kind piece. This garment was sent out for a special washing process, and then carefully reworked. No two are exactly alike due to the nature of the raw materials we use. Styles may vary slightly in color, texture, finishing or weight from the item pictured on our site. We group our prints and colors by type, so you will not get exactly the same item as pictured. You will get something very similar!</span></span></p>
 <hr/> <p>
	<span style=""font-family:georgia,serif;""><span style=""font-size:14px;"">We love cozy clothes, but sometimes you&#39;re just not ready to commit to the full comfort look. &nbsp;The Moss Sweatshirt is perfect, because it is all the ease of a simple sweatshirt, but it&#39;s cropped so you can still feel a little sexy in it.&nbsp;This is a long sleeved cropped sweatshirt, made from washed vintage sweatshirts so it&#39;s incredible soft. The hem is shaped to be a little shorter in the front than in the back so it&#39;s a slight peak at the mid drift, but not a full show.&nbsp;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made from vintage sweatshirts.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Rebecca is 5&#39;9&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of a size S:</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 17&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 38&quot;- 43&quot;</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></p>
","","",68.0,0,0,,,
BLACK,,"Categories -> CLOTHES,Categories -> ACCESSORIES,Categories -> STORIES -> REWORKED",SKU18552BLACK,SKU18552BLACK1,BETTY BAND,48.0,11/08/2013,"<div style="""">
	<p>
		<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Over 90 million items of clothing end up in a landfill each year. We think that&rsquo;s garbage. &nbsp;&nbsp;We&nbsp; want to bring you not only the most environmentally friendly option, but also the cutest. &nbsp;&nbsp;That&rsquo;s why items like this one are made from <span data-scayt_word=""repurposed"" data-scaytid=""358"">repurposed</span> vintage leather.&nbsp; Nothing goes to waste and you get to be chic.&nbsp; Being green looks great on you. </span></span></span></p>
</div>
 <hr/> <p>
	<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bad hair day&#63; Don&#39;t you worry.&nbsp; The Betty Band is the <span data-scayt_word=""chicest"" data-scaytid=""359"">chicest</span> way to do your hair without having to do much of anything. This is a leather turban-style head band. </span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made from recycled vintage leather.</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></span></p>
","","",48.0,22,0,,,
BLACK,XS/S,Categories -> STORIES,SKU18553BLACK,SKU18553BLACK1,CANE TOP,118.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they miscalculated their fabric needs. Typically this just becomes waste. Come on! We can do better than that. That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one. By shopping with us you get to look like a total babe and nothing goes to waste. Sustainable and sexy, finally!</span></span></p>
 <hr/> <p>
	<span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Latest obsession, the Cane Top. &nbsp;This is the one to wear when you want to feel flirty and feminine. Take it out for a spin and see how many double takes you get. This is a semi sheer crop top with a flutter sleeve and tulip overlay in the back. It&#39;s pretty much the closest thing to wearing actual flower petals.</span></p>
<div style=""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255); "">
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Edition cut of 38 (for real).</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Model is 5&#39;8&quot; and wearing size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Measurements of a size small:</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Length: 16&quot;</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Bust: 39.75&quot;</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in our sunny Los Angeles factory.</span></span></p>
</div>
","","",118.0,0,0,,,
BLACK,M/L,Categories -> STORIES,SKU18553BLACK,SKU18553BLACK11,CANE TOP,118.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they miscalculated their fabric needs. Typically this just becomes waste. Come on! We can do better than that. That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one. By shopping with us you get to look like a total babe and nothing goes to waste. Sustainable and sexy, finally!</span></span></p>
 <hr/> <p>
	<span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Latest obsession, the Cane Top. &nbsp;This is the one to wear when you want to feel flirty and feminine. Take it out for a spin and see how many double takes you get. This is a semi sheer crop top with a flutter sleeve and tulip overlay in the back. It&#39;s pretty much the closest thing to wearing actual flower petals.</span></p>
<div style=""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255); "">
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Edition cut of 38 (for real).</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Model is 5&#39;8&quot; and wearing size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Measurements of a size small:</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Length: 16&quot;</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Bust: 39.75&quot;</span></span></p>
	<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; "">
		<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in our sunny Los Angeles factory.</span></span></p>
</div>
","","",118.0,0,0,,,
WHITE,XS/S,"Categories -> CLOTHES,Categories -> CLOTHES -> TOPS,Categories -> CLOTHES -> BASICS",SKU18554WHITE,SKU18554WHITE1,CLOUD TEE,68.0,11/08/2013,"<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Every season, fashion houses have thousands of yards of excess fabric because they miscalculated their fabric needs. Typically this just becomes waste. Come on! We can do better than that. That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one. By shopping with us you get to look like a total babe and nothing goes to waste. Sustainable and sexy, finally!</span></span></span></p>
 <hr/> <p>
	<span style=""color:#000000;""><span style=""font-family: georgia, serif; ""><span style=""font-size: 14px; "">Show us your guns, girls. The Cloud Tee is the most <span data-scayt_word=""babe'd"" data-scaytid=""1"">babe&#39;d</span> out muscle tee you can find. &nbsp;You&#39;ll look fit.&nbsp;</span></span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">This is a super soft, semi-sheer, muscle tee with a slight scoop neck and low armholes. It fits relaxed.&nbsp;</span></span></p>
<p>
	<span style=""color:#000000;""><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Made from 100% <span data-scayt_word=""micro-tencel"" data-scaytid=""2"">micro-tencel</span>.</span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; ""><span data-scayt_word=""Lera"" data-scaytid=""3"">Lera</span> is 5&#39;7&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""4"">XS</span>/S.</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Measurements of a size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""5"">XS</span>/S:&nbsp;</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Length: 24.75&quot;</span></span></span></p>
<div>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Bust: 36.5&quot;</span></span></span></div>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in sunny Los Angeles!</span></span></span></p>
","","",68.0,53,0,,,
WHITE,M/L,"Categories -> CLOTHES,Categories -> CLOTHES -> TOPS,Categories -> CLOTHES -> BASICS",SKU18554WHITE,SKU18554WHITE11,CLOUD TEE,68.0,11/08/2013,"<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Every season, fashion houses have thousands of yards of excess fabric because they miscalculated their fabric needs. Typically this just becomes waste. Come on! We can do better than that. That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one. By shopping with us you get to look like a total babe and nothing goes to waste. Sustainable and sexy, finally!</span></span></span></p>
 <hr/> <p>
	<span style=""color:#000000;""><span style=""font-family: georgia, serif; ""><span style=""font-size: 14px; "">Show us your guns, girls. The Cloud Tee is the most <span data-scayt_word=""babe'd"" data-scaytid=""1"">babe&#39;d</span> out muscle tee you can find. &nbsp;You&#39;ll look fit.&nbsp;</span></span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">This is a super soft, semi-sheer, muscle tee with a slight scoop neck and low armholes. It fits relaxed.&nbsp;</span></span></p>
<p>
	<span style=""color:#000000;""><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Made from 100% <span data-scayt_word=""micro-tencel"" data-scaytid=""2"">micro-tencel</span>.</span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; ""><span data-scayt_word=""Lera"" data-scaytid=""3"">Lera</span> is 5&#39;7&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""4"">XS</span>/S.</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Measurements of a size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""5"">XS</span>/S:&nbsp;</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Length: 24.75&quot;</span></span></span></p>
<div>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Bust: 36.5&quot;</span></span></span></div>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in sunny Los Angeles!</span></span></span></p>
","","",68.0,22,0,,,
WHITE,XS/S,Categories -> STORIES,SKU18555WHITE,SKU18555WHITE1,GUPPIE TEE,58.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span style=""color: rgb(0, 0, 0);"">Fashion is second only to oil as the most polluting industry in the world.&nbsp;&nbsp;</span><span data-scayt_word=""Ughhh"" data-scaytid=""608"">Ughhh</span><span style=""color: rgb(0, 0, 0);"">.&nbsp; How&rsquo;s a girl supposed be environmentally conscience and still look great&#63; We found a way.&nbsp; Items like this one are made from&nbsp;</span><span data-scayt_word=""repurposed"" data-scaytid=""609"">repurposed</span><span style=""color: rgb(0, 0, 0);"">&nbsp;vintage garments that have been carefully selected so you get to not only look amazing but feel amazing about the choices you&rsquo;re making.&nbsp; Hot stuff.</span></span></span></p>
 <hr/> <p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Sometimes you just want to feel like a tough guy. &nbsp;The <span data-scayt_word=""Guppie"" data-scaytid=""607"">Guppie</span> Tee can help. &nbsp;It shows that you are ready to hop on that motorcycle and ride into the sunset, or just look bad ass while running errands on a&nbsp;</span></span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Saturday.&nbsp;</span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">This is a vintage t-shirt put through a special wash to give it a super lived in look (ripped up and ready).&nbsp; You can look like it&#39;s been yours for 20 years without having to put in the time. &nbsp;Fits loose and&nbsp;</span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">easy. </span></span></p>
<p>
	<span style=""color:#000000;""><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Made from vintage cotton t-shirts.</span></span></p>
<div>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Christy is 5&#39;8"" and wearing size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""610"">XS</span>.</span></span></span></div>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Measurements of a size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""611"">XS</span>:</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Length: 24 - 28""</span></span></span></p>
<p>
	<span style=""color:#000000;""><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Bust: 38 - 41""</span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in sunny Los Angeles!</span></span></span></p>
","","",58.0,0,0,,,
WHITE,M/L,Categories -> STORIES,SKU18555WHITE,SKU18555WHITE2,GUPPIE TEE,58.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span style=""color: rgb(0, 0, 0);"">Fashion is second only to oil as the most polluting industry in the world.&nbsp;&nbsp;</span><span data-scayt_word=""Ughhh"" data-scaytid=""608"">Ughhh</span><span style=""color: rgb(0, 0, 0);"">.&nbsp; How&rsquo;s a girl supposed be environmentally conscience and still look great&#63; We found a way.&nbsp; Items like this one are made from&nbsp;</span><span data-scayt_word=""repurposed"" data-scaytid=""609"">repurposed</span><span style=""color: rgb(0, 0, 0);"">&nbsp;vintage garments that have been carefully selected so you get to not only look amazing but feel amazing about the choices you&rsquo;re making.&nbsp; Hot stuff.</span></span></span></p>
 <hr/> <p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Sometimes you just want to feel like a tough guy. &nbsp;The <span data-scayt_word=""Guppie"" data-scaytid=""607"">Guppie</span> Tee can help. &nbsp;It shows that you are ready to hop on that motorcycle and ride into the sunset, or just look bad ass while running errands on a&nbsp;</span></span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Saturday.&nbsp;</span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">This is a vintage t-shirt put through a special wash to give it a super lived in look (ripped up and ready).&nbsp; You can look like it&#39;s been yours for 20 years without having to put in the time. &nbsp;Fits loose and&nbsp;</span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">easy. </span></span></p>
<p>
	<span style=""color:#000000;""><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Made from vintage cotton t-shirts.</span></span></p>
<div>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Christy is 5&#39;8"" and wearing size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""610"">XS</span>.</span></span></span></div>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Measurements of a size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""611"">XS</span>:</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Length: 24 - 28""</span></span></span></p>
<p>
	<span style=""color:#000000;""><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">Bust: 38 - 41""</span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in sunny Los Angeles!</span></span></span></p>
","","",58.0,0,0,,,
WHITE,XS/S,Categories -> STORIES,SKU18556WHITE,SKU18556WHITE1,PERSIMMON DRESS,168.0,,"<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they miscalculated their fabric needs. Typically this just becomes waste. Come on! We can do better than that. That&rsquo;s why we use &ldquo;dead stock&rdquo; fabric to make garments like this one. By shopping with us you get to look like a total babe and nothing goes to waste. Sustainable and sexy, finally!</span></span></span></p>
 <hr/> <p>
	<span style=""color:#000000;""><span style=""font-family: georgia,serif; font-size: 14px;"">The Persimmon Dress is for feeling easy, but looking good. The simple tent shape gives you lots of breathing room, the short flutter sleeves make everyone&#39;s arms look great, the low V neck line is flattering and feminine and the mini-shaped hem line gives you legs for days. It&#39;s so easy, you won&#39;t even notice how amazing you look until you catch a glance in the mirror. But, be careful, you might have a hard time parting with your reflection in this one. </span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-family: georgia,serif; font-size: 14px;"">Made from surplus rayon blend fabric.</span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Christy is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>/S.</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Measurements of a size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S:</span></span></span></p>
<p>
	<span style=""color:#000000;""><span class=""Apple-style-span"" style=""font-family: georgia,serif; font-size: 14px;"">Length: 33.5&quot;</span></span></p>
<p style=""margin-top: 0px !important; margin-right: 0px !important; margin-bottom: 10px !important; margin-left: 0px !important; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; "">
	<span style=""color:#000000;""><font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Bust: 37.5&quot;</span></span></span></font></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></span></p>
","","",168.0,0,0,,,
WHITE,M/L,Categories -> STORIES,SKU18556WHITE,SKU18556WHITE11,PERSIMMON DRESS,168.0,,"<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they miscalculated their fabric needs. Typically this just becomes waste. Come on! We can do better than that. That&rsquo;s why we use &ldquo;dead stock&rdquo; fabric to make garments like this one. By shopping with us you get to look like a total babe and nothing goes to waste. Sustainable and sexy, finally!</span></span></span></p>
 <hr/> <p>
	<span style=""color:#000000;""><span style=""font-family: georgia,serif; font-size: 14px;"">The Persimmon Dress is for feeling easy, but looking good. The simple tent shape gives you lots of breathing room, the short flutter sleeves make everyone&#39;s arms look great, the low V neck line is flattering and feminine and the mini-shaped hem line gives you legs for days. It&#39;s so easy, you won&#39;t even notice how amazing you look until you catch a glance in the mirror. But, be careful, you might have a hard time parting with your reflection in this one. </span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-family: georgia,serif; font-size: 14px;"">Made from surplus rayon blend fabric.</span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Christy is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>/S.</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Measurements of a size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S:</span></span></span></p>
<p>
	<span style=""color:#000000;""><span class=""Apple-style-span"" style=""font-family: georgia,serif; font-size: 14px;"">Length: 33.5&quot;</span></span></p>
<p style=""margin-top: 0px !important; margin-right: 0px !important; margin-bottom: 10px !important; margin-left: 0px !important; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; "">
	<span style=""color:#000000;""><font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Bust: 37.5&quot;</span></span></span></font></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></span></p>
","","",168.0,0,0,,,
